Season,Sector,Category,Crop,QueryType,QueryText,KCCAns,StateName,DistrictName,BlockName,CreatedOn
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,"NO  RAIN POSSIBILITY IN NEXT 3-4 DAYS , CLOUDY SKY",DELHI,EAST,DELHI,22:35.5
KHARIF,AGRICULTURE,Others,Others,Soil Health Card,TELL ME HOW TO COLLECT SOIL SAMPLE,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,DELHI,EAST,DELHI,30:53.5
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,"NO  RAIN POSSIBILITY IN NEXT 3-4 DAYS , CLOUDY SKY",DELHI,EAST,DELHI,44:51.0
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT  3-4  DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,49:15.2
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Credit,TELL ME ABOUT DAIRY LOAN,PLEASE CONTACT TO YOUR NEAREST VETERNARY DR. or ANIMAL HUSBANDRY DEPARTMENT,DELHI,EAST,DELHI,51:59.9
KHARIF,AGRICULTURE,Others,Others,Soil Health Card,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,52:10.7
KHARIF,AGRICULTURE,Others,Others,Soil Health Card,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,54:49.8
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,07:43.6
KHARIF,AGRICULTURE,Others,Others,Soil Health Card,TELL ME HOW TO COLLECT SOIL SAMPLE,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,DELHI,EAST,DELHI,09:42.2
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Credit,INFORMATION ABOUT DAIRY PROJECT,"male and female from OC and BC social sections will be provided subsidy to the tune of 25 per cent whereas for those from SC and ST social sections, the subsidy will be extended up to 33 per cent on bank loan amount.As per the guidelines, a maximum of Rs 6 lakh",DELHI,EAST,DELHI,18:21.4
KHARIF,HORTICULTURE,Vegetables,Others,Seeds and Planting Material,TELL ME SOWING TIME VEGETABLE,"YOU CAN SOWING CAULIFLWERS,CARROT,RADISH,BEET ROOT,TURNIP,SPINCH,FENUGREEK,",DELHI,EAST,DELHI,24:35.5
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,TELL ME CONTROL OF LEAF YELLOW IN WHEAT,SPRAY OF ZINK SULPHATE  5 GRAM +UREA 10 GRAM PER LITER WATER,DELHI,EAST,DELHI,12:25.6
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,PLZ TELL ME CONTECT NUMBER OF AG DEPARTMENT,???????? ???? ???? ??????? -9235629454,DELHI,EAST,DELHI,21:55.1
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Credit,INFORMATON ABOUT DAIRY PROJECT,"male and female from OC and BC social sections will be provided subsidy to the tune of 25 per cent whereas for those from SC and ST social sections, the subsidy will be extended up to 33 per cent on bank loan amount.As per the guidelines, a maximum of Rs 6 lakh",DELHI,EAST,DELHI,38:30.9
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,54:08.0
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Disease Management,TELL ME ABOUT BUFFALO DISEASE,PLEASE CONTACT TO YOUR NEAREST VETERNARY DR. or ANIMAL HUSBANDRY DEPARTMENT TOLL FREE NUMBER 18001805141,DELHI,EAST,DELHI,12:20.7
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,TELL ME WEATHER FORECASTING,NEXT DAY LIGHT RAINFALL,DELHI,EAST,DELHI,41:42.7
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",TELL ME CONTROL OF BACTERIAL BLIGHT DISEASE IN PADDY,???? ????? ???????? 45 ????? + ?????????????????? 1.5 ????? ??? ?? ????? 15 ???? ???? ??? ??? ??? ?? ?????? ?????,DELHI,EAST,DELHI,13:28.8
KHARIF,FISHERIES,Inland,Others,"Tank, Pond and Reservoir Management",TELL ME ABOUT FISH FARMING,"PLEASE CONTACT KVK UJJWA DELHI Tel. 011-65638199, Mob. 08888867619",DELHI,EAST,DELHI,57:16.5
KHARIF,AGRICULTURE,Others,Others,Soil Health Card,TELL ME HOW TO COLLECT SOIL SAMPLE,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,DELHI,EAST,DELHI,11:53.6
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,32:21.6
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",TELL ME CONTROL BLAST IN DHAN CROP.,SPRAY TRICYCLEZOLE 1GM PER LITTER WATER.,DELHI,EAST,DELHI,00:50.9
KHARIF,HORTICULTURE,Vegetables,Ribbed Gourd (Kali Tori),"	Plant Protection	",TELL ME CONTROL SUKING PEST IN TORI.,SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER,DELHI,EAST,DELHI,30:14.2
KHARIF,AGRICULTURE,Others,Others,Weather,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,32:58.2
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,"NO  RAIN POSSIBILITY IN NEXT 3-4 DAYS , CLOUDY SKY",DELHI,EAST,DELHI,45:19.3
KHARIF,AGRICULTURE,Others,Others,Soil Health Card,TELL ME HOW TO COLLECT SOIL SAMPLE,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,DELHI,EAST,DELHI,47:17.5
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,TELL ME ABOUT WEATHER INFORMATION ?,"NO RAIN POSSIBILITY IN NEXT 5  DAYS BUT CLOUDY SKY """,DELHI,EAST,DELHI,11:44.2
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Dairy Production,TELL ME ABOUT KRISHI WEBSITE,YOU CAN VISIT http://agricoop.nic.in/,DELHI,EAST,DELHI,20:01.0
KHARIF,AGRICULTURE,Others,Others,Soil Health Card,TELL ME HOW TO COLLECT SOIL SAMPLE,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,DELHI,EAST,DELHI,42:39.4
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,56:28.4
KHARIF,AGRICULTURE,Others,Others,Soil Health Card,TELL ME HOW TO COLLECT SOIL SAMPLE,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,DELHI,EAST,DELHI,58:04.4
KHARIF,AGRICULTURE,Others,Others,Soil Health Card,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,07:22.7
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,27:49.1
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,30:31.2
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",tell me control of Gandhi bug in paddy,USE MALATHIAN 50% EC 2 ML PER LITER WATER,DELHI,EAST,DELHI,58:26.1
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Dairy Production,TELL ME ABOUT DAIRY LOAN,PLEASE CONTACT TO YOUR NEAREST VETERNARY DR. or ANIMAL HUSBANDRY DEPARTMENT,DELHI,EAST,DELHI,17:10.8
KHARIF,HORTICULTURE,Flowers,Marigold,"	Plant Protection	",STEM ROT IN MARIGOLD,SPREY OF  HEXACONAZOLE 5% EC 2 ML R PER LETTER WATERS,DELHI,EAST,DELHI,18:35.3
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Artificial Insemination,TELL ME CONTACT NUMBER OF ANIMAL HUSBANDRY ?,CONTACT NUMBER OF ANIMAL HUSBANDRY-1800 180 6224,DELHI,EAST,DELHI,35:01.0
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,05:23.7
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,IFORMAION ABOUT DAIRY PROJECT,"male and female from OC and BC social sections will be provided subsidy to the tune of 25 per cent whereas for those from SC and ST social sections, the subsidy will be extended up to 33 per cent on bank loan amount.As per the guidelines, a maximum of Rs 6 lakh",DELHI,EAST,DELHI,10:11.2
KHARIF,AGRICULTURE,Oilseeds,Mustard,Seeds,TELL ME CONTACT NUMBER NATIONAL SEED CORPORATION,"PLEASE CONTACT NATIONAL SEED CORPORATION 011 25846292, 25846295, 25842672,",DELHI,EAST,DELHI,28:02.5
KHARIF,AGRICULTURE,Others,Others,Weather,Asked for SMS activation ?,SMS activation Process Is Successfully Completed on your number,DELHI,EAST,DELHI,40:58.8
KHARIF,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",TELL ME CONTROL OF LEAF BORAR IN SUGERCANE,SPRAY OF QUINOLPHOS 25% EC 2 ML PER LITER WATER,DELHI,EAST,DELHI,54:29.8
KHARIF,AGRICULTURE,Others,Others,Soil Health Card,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,00:05.4
KHARIF,AGRICULTURE,Others,Others,Soil Health Card,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,06:07.5
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",PLZ TELL ME CONTROL OF LEAF FOLDER IN PADDY,SPRAY OF MONOCROTOPHOS 36% SL 2 ML PER LITER WATER,DELHI,EAST,DELHI,17:13.8
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,"NO  RAIN POSSIBILITY IN NEXT 3-4 DAYS , CLOUDY SKY",DELHI,EAST,DELHI,19:38.6
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Credit,TELL ME ABOUT DAIRY LOAN,"Please Conatct District Development Manager(Vineeta Srivastava) Contact No.: 0120-2823092,9999244091",DELHI,EAST,DELHI,45:58.1
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,59:34.4
KHARIF,AGRICULTURE,Others,Others,Soil Health Card,TELL ME HOW TO COLLECT SOIL SAMPLE,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,DELHI,EAST,DELHI,21:45.8
KHARIF,HORTICULTURE,Condiments and Spices,Fenugreek,"	Plant Protection	",TELL ME SEED TREATMENT OF FENUGREEK SEED,USE CARBENDAZIM 50% WP 2.5 GRAM PER KG SEED,DELHI,EAST,DELHI,47:36.6
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Credit,TELL ME ABOUT DAIRY LOAN,PLEASE CONTACT TO YOUR NEAREST VETERNARY DR. or ANIMAL HUSBANDRY DEPARTMENT,DELHI,EAST,DELHI,07:06.3
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME RAIN FALL INFORMATION.,LIGHT RAIN POSSIBILITY IN NEXT 2-3  DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,03:57.8
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Disease Management,TELL ME VETENARY HELP LINE,18001806224,DELHI,EAST,DELHI,33:15.9
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,58:15.8
KHARIF,AGRICULTURE,Others,Others,Credit,TELL ME ABOUT THE CROP LOAN WAIVER IN UP,FOR MORE INFORMATION PLEASE CONTACT NEAR BANK BRANCH,DELHI,EAST,DELHI,23:27.1
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",TELL ME CONTROL OF STEM BORAR,SPRAY OF CARTAP HYDROCHLORIDE 50% SP 1GM PER LITER WATER,DELHI,EAST,DELHI,14:59.6
KHARIF,AGRICULTURE,Others,Others,Soil Health Card,TELL ME HOW TO COLLECT SOIL SAMPLE,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,DELHI,EAST,DELHI,24:11.7
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,35:25.6
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME HOW TO COLLECT SOIL SAMPLE,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,DELHI,EAST,DELHI,23:11.5
KHARIF,ANIMAL HUSBANDRY,Animal,Rabbit,Integrated Farming,TELL ME ABOUT RABBIT FARMING,"CONTACT NUMBER KVK GURGAON (SHIKOPUR)0124-2019067,2019068,09811696364",DELHI,EAST,DELHI,44:25.6
KHARIF,HORTICULTURE,Fruits,Guava,"	Plant Protection	",TELL ME CONTROL OF FRUIT HARDNING IN GUAVA,SPRAY OF BOREX 4 GM PER LITER WATER,DELHI,EAST,DELHI,15:53.5
KHARIF,HORTICULTURE,Fruits,Guava,Weather,Asked for SMS activation ?,SMS activation Process Is Successfully Completed on your number,DELHI,EAST,DELHI,27:50.6
KHARIF,FISHERIES,Inland,Fresh Water,Freshwater pearl culture,TELL ME ABOUT PEARL FARMING IN HARAYANA,PLEASE CONTACT DISTRICT FISHRIES OFFICER 01681-247222 (O) 09466076577 (Mob.),DELHI,EAST,DELHI,05:49.8
KHARIF,AGRICULTURE,Cereals,Wheat,Soil Health Card,TELL ME HOW TO COLLECT SOIL SAMPLE,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,DELHI,EAST,DELHI,20:00.6
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",TELL ME BLIGHT CONTROL IN PADDY,SPRAY OF COPPER OXICHLORIDE 45 GM + STREPTOCYCLIN 1.5 GM PER 15 LITER WATER,DELHI,EAST,DELHI,26:46.0
KHARIF,HORTICULTURE,Fruits,Mango,Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,34:52.3
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Credit,TELL ME ABOUT HOW TO APPLY FOR DAIRY LOAN,PLEASE CONTACT TO YOUR NEAREST VETERNARY DR. or ANIMAL HUSBANDRY DEPARTMENT,DELHI,EAST,DELHI,41:56.5
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Credit,TELL ME ABOUT HOW TO APPLY FOR DAIRY LOAN & SUBSIDY,PLEASE CONTACT TO YOUR NEAREST VETERNARY DR. or ANIMAL HUSBANDRY DEPARTMENT,DELHI,EAST,DELHI,44:08.1
KHARIF,ANIMAL HUSBANDRY,Animal,Goat,Integrated Farming,TELL ME TRAINING CENTER OF GOAT FARMING,CONTECT IN GIRC MAKDUM MATHURA UP.,DELHI,EAST,DELHI,47:38.3
RABI,AGRICULTURE,Cereals,Oats ,Seeds,TELL ME OAT SEED RATE.,OAT SEED RATE 80-100KG PER HECTARE.,DELHI,EAST,DELHI,55:53.9
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Dairy Production,I WANT TO ANIMAL RELATED KNOWLEDGE.,CONTECT FOR 18001801199,DELHI,EAST,DELHI,02:11.3
KHARIF,AGRICULTURE,Others,Others,Government Schemes,TELL ME SUBSIDY IN ROTAVATER,50 % SUBSIDY IN ROTAVATER,DELHI,EAST,DELHI,20:38.6
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME RAIN FALL INFORMATION.,NO RAIN POSSIBILITY IN NEXT  3-4  DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,47:21.8
KHARIF,HORTICULTURE,Vegetables,Cauliflower,"	Plant Protection	",TELL ME DAMPING OFF DISEASE CONTROL IN CAULIFLOWER,CARBANDAJIM 50% 2 GRAM/LITER SPRAY KARE.,DELHI,EAST,DELHI,28:21.0
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME RAIN FALL INFORMATION.,NO RAIN POSSIBILITY IN NEXT  3-4  DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,31:31.5
KHARIF,FISHERIES,Inland,Fresh Water,Freshwater pearl culture,TELL ME ABOUT PEARL FARMING TRAINING,"PLEASE CONTACT CENTRAL INSTITUTE OF FRESHWATER AQUACULTURE BHUBANESWAR PHONE:-0674-2465421,2465446",DELHI,EAST,DELHI,44:03.8
KHARIF,AGRICULTURE,Others,Others,Soil Health Card,TELL ME HOW TO COLLECT SOIL SAMPLE,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,DELHI,EAST,DELHI,09:08.7
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,37:22.9
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,TELL ME ABOUT WEATHER INFORMATION ?,LIGHT RAIN MAY BE AFTER 2-3 DAYS,DELHI,EAST,DELHI,00:29.7
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",TELL ME INSECT CONTROL IN DHAN ?,SPRAY OF CARTAP HYDROCHLORIDE 50% SP 1 ML PER LITER WATER,DELHI,EAST,DELHI,12:29.7
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,22:11.6
KHARIF,AGRICULTURE,Oilseeds,Mustard,Varieties,TELL ME VARIETY OF MUSTARD,"MUSTARD VARIETY- LAXMI,NRCDR-02,101,NRCHB-506,PUSA VIJAY,PUSA-21,22,PUSA JAGANNATH",DELHI,EAST,DELHI,27:30.2
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Cattle shed Planning and Management,tell me about animal loan,25% SUBSIDY(2-10 ANIMAL) FOR GENRAL CATEGORY AND  33.33% SUBSIDY SC AND ST CONTECT IN NEAREST BANK.,DELHI,EAST,DELHI,19:09.8
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Credit,TELL ME ABOUT HOW TO APPLY DAIRY LOAN,PLEASE CONTACT TO YOUR NEAREST VETERNARY DR. or ANIMAL HUSBANDRY DEPARTMENT,DELHI,EAST,DELHI,23:58.5
KHARIF,AGRICULTURE,Others,Others,Soil Health Card,TELL ME HOW TO COLLECT SOIL SAMPLE,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,DELHI,EAST,DELHI,27:12.9
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Credit,TELL ME ABOUT HOW TO APPLY DAIRY LOAN,Please Contact District Development Manager Contact No.: 01202823092,DELHI,EAST,DELHI,50:19.5
KHARIF,AGRICULTURE,Oilseeds,Mustard,Varieties,TELL ME VARATITY OF MUSTERD,LAXMI,DELHI,EAST,DELHI,55:43.1
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,00:23.2
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",TELL ME GRASS HOPPER CONTROL IN PADDY,SPRAY OF THIOMETHOXAM 25% WG 0.5 GM  PER LITER WATER,DELHI,EAST,DELHI,24:43.1
KHARIF,AGRICULTURE,Others,Others,"Power, Roads etc.",TELL ME ABOUT ATIC  CONTACT NUMBER ?,"YOU ARE CONTACT NUMBER ATIC PANTNAGAR 05944 234810, DR.YPS DABAS 05944 233336",DELHI,EAST,DELHI,48:18.6
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME DELHI TEMP,MINIMUM-27 OR MAXIMUM-37,DELHI,EAST,DELHI,42:52.6
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Credit,I WANT TO SUBSIDY ON ANIMAL,CONTECT IN NEAREST BANK,DELHI,EAST,DELHI,59:55.9
KHARIF,HORTICULTURE,Vegetables,Bottle Gourd ,"	Plant Protection	",TELL ME CONTROL BLACK ROOT IN LOKI.,DRENCHING OF CARBENDAZIM 2 GM PER LITER,DELHI,EAST,DELHI,27:38.7
KHARIF,HORTICULTURE,Vegetables,Bitter Gourd,"	Plant Protection	",TELL ME CONTROL SUKING PEST IN BITTER GOURD.,SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER,DELHI,EAST,DELHI,51:31.8
KHARIF,HORTICULTURE,Condiments and Spices,Coriander,Seeds and Planting Material,TELL ME SOWING TIME OF JEERA,JEERA SOWING TIME - TILL MID NOVEMBER,DELHI,EAST,DELHI,00:08.1
KHARIF,HORTICULTURE,Fruits,Grape,Cultural Practices,TELL ME GRAPS CULTIVATION,011-65638199,DELHI,EAST,DELHI,24:29.9
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME WEATHER INFORMATION ?,PARTLY CLOUDY SKY IN NEXT 3-4 DAYS,DELHI,EAST,DELHI,30:02.2
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME RAIN FALL INFORMATION.,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,08:17.0
KHARIF,AGRICULTURE,Oilseeds,Mustard,Varieties,TELL ME VARIETY OF MUSTARD,"MUSTARD VARIETY- LAXMI,NRCDR-02,101, NRCHB-506,PUSA VIJAY,PUSA-21,22 RGN 48,RGN73",DELHI,EAST,DELHI,42:04.8
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,TELL ME BALI TIME IN DHAN CROP.,DEPAND ON VARIETIES 100 DAYS.,DELHI,EAST,DELHI,58:34.8
KHARIF,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),"	Plant Protection	",TELL ME CONTROL POD BORER IN ARHAR CROP.,SPRAY OF QUINOLPHOS 25% EC 2 ML PER LITER WATER,DELHI,EAST,DELHI,11:34.7
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Disease Management,TELL ME CONTROL OF LOOSE MOTION IN COW,PLEASE CONTACT TO YOUR NEAREST VETERNARY DR. or ANIMAL HUSBANDRY DEPARTMENT,DELHI,EAST,DELHI,22:20.9
KHARIF,HORTICULTURE,Vegetables,Carrot,"	Plant Protection	",TELL ME CONTROL OF ROOT DRY IN CARROT,SPRAY OF CARBENDAZIM 12% + MANCOZEB 63% WP 2 GM PER LITER WATER,DELHI,EAST,DELHI,46:03.7
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",TELL ME BLIGHT CONTROL IN PADDY,SPRAY OF COPPER OXICHLORIDE 45 GM + STREPTOCYCLIN 1.5 GM PER 15 LITER WATER,DELHI,EAST,DELHI,37:09.1
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Credit,TELL ME ABOUT HOW TO APPLY DAIRY LOAN,PLEASE CONTACT TO YOUR NEAREST VETERNARY DR. or ANIMAL HUSBANDRY DEPARTMENT,DELHI,EAST,DELHI,21:52.2
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,50:29.0
KHARIF,HORTICULTURE,Vegetables,Brinjal,"	Plant Protection	",TELL ME WHITEFLY CONTROL IN BRINJAL,SPRAY OF ACETAMIPRID 20% SP 0.5 GM PER LITER WATER,DELHI,EAST,DELHI,24:06.7
KHARIF,HORTICULTURE,Vegetables,Brinjal,"	Plant Protection	",TELL ME WHITEFLY CONTROL IN BRINJAL,SPRAY OF PROFENOFOS + CYPERMETHRIN 1.5 ML PER LITER WATER,DELHI,EAST,DELHI,35:18.2
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",TELL ME CONTROL OF FALSE SMUT IN PADDY,SPRAY OF Copper Hydroxide 77% WP 3 GRAM PER LITER,DELHI,EAST,DELHI,50:43.3
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME RAIN FALL INFORMATION.,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,51:33.5
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Animal Nutrition,TELL ME DAIRY   LOAN  INFORMATION DAIRY,LOAN  INFORMATION    10  ANIMAL  6 LACK SUBSIDY ST 33 PER CENT GEN 25 PET SENT,DELHI,EAST,DELHI,35:55.4
KHARIF,HORTICULTURE,Vegetables,Bottle Gourd ,Seeds and Planting Material,TELL ME BOTTLE GOURD VARIETIES.,PUSA HYBRID-3,DELHI,EAST,DELHI,05:35.4
KHARIF,HORTICULTURE,Vegetables,Carrot,"	Plant Protection	",TELL ME CONTROL BLACK ROOT IN CARRROT.,USE-BAVISTIN 200GM PER BIGHA GIVE IN ROOT WITH IRRIATION.,DELHI,EAST,DELHI,27:52.7
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Dairy Production,TELL ME SUBSIDY IN DAIRY LOAN,25-33.33% SUBSIDY IN DAIRY LOAN,DELHI,EAST,DELHI,51:24.1
